Comment,Specialist,Subclass,Severity
The scan showed some unexpected findings. I have been experiencing symptoms for a year. I'm unsure about the next steps after the scan. The outcome was that The imaging suggested further tests.. I was given a contrast injection.,Radiology,Nuclear Medicine Imaging,6
My tendons are inflamed and painful. I've been dealing with this for a couple of weeks. The intensity is moderate and uncomfortable. It affects my daily activities. Improves with prescribed medication. It tends to get worse following injury or trauma..,Orthopedics,Osteoarthritis,3
I have ongoing issues with substance dependence. I've been experiencing this since last winter. The intensity is mild but persistent. It limits my ability to engage in social activities. Therapy and medication provide some relief. It tends to get worse after major life changes..,Psychiatry,Schizophrenia,3
I have trouble maintaining an erection. I've been experiencing this for a month. The condition is scaly and seems to worsen after physical activity.,Vascular Surgery,Overactive Bladder,6
I feel a constant pressure in my ears and have difficulty hearing. I've been experiencing this for a month. The condition is painful and seems to worsen following excessive use of voice.,ENT Specialist,Nasal Polyps,6
I have difficulty swallowing food. The pain is located in the around the belly button. It comes and goes in waves. The intensity is mild but annoying. I have difficulty performing daily activities. Eases when I avoid certain foods.,Surgical Gastroenterology,Gallstones,2
I'm struggling with cloudy vision due to cataracts. I've been experiencing this for a few days. The condition is irritated and seems to worsen after eye strain.,Ophthalmologist,Retinal Detachment,3
"My vision has been blurry, and I have frequent headaches. I've been experiencing this for several months. The pain is sharp and seems to worsen when I'm stressed.",Oncologist,Brain Tumors,9
There is swelling in my jaw after surgery. I've been experiencing this for a month. The condition is dry and seems to worsen in cold weather.,Dental/OMFS,Facial trauma,1
I've noticed blood in my stool and significant weight loss. I've been experiencing this for a few days. The condition is uncomfortable and seems to worsen due to a recent infection.,General Surgeon,Pancreatitis,8
I had to undergo multiple imaging tests. I have been experiencing symptoms for several months. The scan made me anxious. The outcome was that The imaging suggested further tests.. I had to fast before the procedure.,Radiology,Myelography,8
I'm anxious about the scan results. I have been experiencing symptoms for the past few years. I'm unsure about the next steps after the scan. The outcome was that The scan showed minor abnormalities.. The preparation instructions were clear.,Radiology,Bone Densitometry (DEXA Scan),3
I feel a constant pressure in my bladder area. I've been experiencing this for a few days. The condition is painful and seems to worsen after drinking alcohol.,Vascular Surgery,Interstitial Cystitis,5
I engage in self-harm and have thoughts of suicide. I've been experiencing this since childhood. The intensity is severe and debilitating. It severely impacts my ability to function daily. Support from family and friends helps. It tends to get worse when faced with specific phobias..,Psychiatry,Psychotic Disorders,10
I've been having difficulty keeping food down. I've been experiencing this for a week. The pain is stabbing and seems to worsen when exposed to sunlight.,Oncologist,Thyroid Cancer,8
I have difficulty adjusting to significant life changes. I've been experiencing this since last winter. The intensity is severe and debilitating. I have difficulty maintaining relationships. Support from family and friends helps. It tends to get worse after consuming substances..,Psychiatry,Bipolar Disorder,9
I'm experiencing frequent nausea and vomiting. I've been experiencing this for a few days. The condition is progressive and seems to worsen when I overeat.,Hepatologist,Primary Biliary Cholangitis (PBC),4
I have chest tightness and discomfort. I've been experiencing this for a few days. The intensity is severe and debilitating. I have difficulty sleeping due to the breathing issues. There is no significant relief despite treatments. It tends to get worse when exposed to cold air..,Pulmonology,Lung Cancer,4
I feel a lump in my breast and have pain in the area. I've been experiencing this for a week. The pain is burning and seems to worsen when I'm stressed.,Oncologist,Pancreatic Cancer,5
There is blood in my urine. I've been experiencing this for a year. The condition is itchy and seems to worsen after physical activity.,Vascular Surgery,Varicocele,8
I have a sore throat and a constant urge to clear my throat. I've been experiencing this for a month. The condition is dizzying and seems to worsen due to dry air.,ENT Specialist,Hoarseness,6
I have an overall feeling of weakness and malaise that's affecting my daily activities. I've been experiencing this for two weeks. The pain is constant and seems to worsen when I drink a lot of fluids.,Nephrologist,Nephrotic Syndrome,6
I have trouble maintaining an erection. I've been experiencing this for a week. The condition is dry and seems to worsen after eating certain foods.,Vascular Surgery,Cryptorchidism,2
I'm dealing with persistent wheezing. I've been experiencing this for a week. The intensity is severe and debilitating. I struggle with basic movements like walking or climbing stairs. Using a nebulizer provides temporary relief. It tends to get worse during seasonal changes..,Pulmonology,Asthma,8
I have intrusive thoughts and compulsive behaviors. I've been experiencing this for a year. The intensity is mild but persistent. I have difficulty maintaining relationships. There is no significant relief despite various treatments. It tends to get worse after consuming substances..,Psychiatry,Depression,5
I am experiencing frequent urination. I've been experiencing this for a month. The condition is scaly and seems to worsen after eating certain foods.,Urology,Cryptorchidism,7
I need vocational rehabilitation to return to work. I've been dealing with this since childhood. The intensity is mild but persistent. It impacts my quality of life significantly. Assistive devices provide some relief. It tends to get worse after engaging in strenuous activities..,Physical Medicine and Rehabilitation,Gait and Balance Training,7
I can't fall asleep or stay asleep at night. I've been experiencing this since last winter. The intensity is mild but persistent. It severely impacts my ability to function daily. There is no significant relief despite various treatments. It tends to get worse after major life changes..,Psychiatry,"Eating Disorders (e.g., Anorexia Nervosa, Bulimia Nervosa)",10
"My liver transplant was successful, but I'm dealing with post-surgery issues. I've been experiencing this for a month. The condition is acute and seems to worsen after consuming sugary foods.",Hepatologist,Portal Hypertension,10
I've been feeling nauseous and have vomited multiple times this week. I've been experiencing this for a week. The pain is throbbing and seems to worsen during cold weather.,Nephrologist,Acute Kidney Injury (AKI),2
I have a cleft lip that needs surgical correction. I've been dealing with this since last year. The intensity is mild but persistent. It limits my ability to engage in social activities. Specialized wound care provides some relief. It tends to get worse after a physical injury..,Plastic Surgery,Maxillofacial Surgery,9
I require reconstructive surgery after cancer treatment. I've been dealing with this for a week. The intensity is severe and debilitating. It limits my ability to engage in social activities. Pain is slightly eased with medication. It tends to get worse due to complications from previous treatments..,Plastic Surgery,Burns,2
I'm experiencing dizziness and a spinning sensation. I've been experiencing this for several weeks. The condition is debilitating and seems to worsen after eating certain foods.,ENT Specialist,Head and Neck Cancer,5
I experience shortness of breath during light activities. I've been experiencing this a few hours. The condition is stabbing and seems to worsen intense exercise.,Cardiology,Atrial fibrillation,2
I am working on regaining mobility after a spinal cord injury. I've been dealing with this for a few days. The intensity is mild but persistent. I struggle with work-related tasks due to the condition. There is no significant relief despite treatments. It tends to get worse after engaging in strenuous activities..,Physical Medicine and Rehabilitation,Pulmonary Rehabilitation,8
I often wake up choking and gasping for air. I've been experiencing this for several months. The condition is uncomfortable and seems to worsen due to dry air.,ENT Specialist,Nasal Polyps,9
I suffered a rotator cuff tear and need therapy. I've been dealing with this for a year. The intensity is extreme and overwhelming. I have difficulty with physical activities. Gets better with physical therapy. It tends to get worse after prolonged inactivity..,Orthopedics,Fractures,7
There is a growth on my skin that has become increasingly painful. I've been experiencing this for a few days. The condition is intense and seems to worsen when lifting heavy objects.,General Surgeon,"Hernia (Inguinal, Umbilical, Incisional)",4
I feel a constant pressure in my bladder area. I've been experiencing this for a year. The condition is scaly and seems to worsen in cold weather.,Vascular Surgery,Erectile Dysfunction,10
I require reconstructive surgery after cancer treatment. I've been dealing with this since last year. The intensity is severe and debilitating. It impacts my self-esteem and confidence. I feel better with physical therapy. It tends to get worse following a surgical procedure..,Plastic Surgery,Hand and Wrist Surgery,4
There are warts on my hands that won't go away. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen when I get stressed.,Dermatologist,Warts,3
My wisdom teeth are causing discomfort. I've been experiencing this for a week. The condition is dry and seems to worsen after eating certain foods.,Dental/OMFS,Salivary gland disorders,6
I'm experiencing pain in my testicles. I've been experiencing this for a few days. The condition is red and inflamed and seems to worsen after physical activity.,Urology,Erectile Dysfunction,6
I struggle with frequent and painful urination issues. I've been experiencing this for a few days. The condition is severe and seems to worsen with seasonal changes.,Geriatrician,Visual and Hearing Impairments,7
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this for a few days. The intensity is mild but persistent. It affects my ability to perform daily tasks. The symptoms are slightly eased with medication. It tends to get worse after a respiratory infection..,Pulmonology,Bronchiectasis,5
I have a hard lump in my breast that is increasing in size. I've been experiencing this for several weeks. The condition is painful and seems to worsen due to a recent infection.,General Surgeon,Gallstones,3
Neuroblastoma treatment needed. since birth. Intensity: extreme. It affects daily activities.. Relief with medication.. Worsens after diagnosis..,Pediatric Surgery,Pediatric Tumors,8
"After lung cancer surgery, I frequently experience a dull ache and tightness in my chest. I've been experiencing this for a year. The condition is post-surgical and seems to worsen after surgery.",Cardiothoracic Surgeon,Thoracic aortic aneurysm repair,2
I often feel like something is stuck in my throat and it makes me cough. I've been experiencing this for a few days. The condition is dizzying and seems to worsen after a recent respiratory infection.,ENT Specialist,Otitis Media (Middle Ear Infection),9
There is swelling in my jaw after surgery. I've been experiencing this for a week. The condition is itchy and seems to worsen after using a new dental product.,Dental/OMFS,Oral pathology,4
"I have noticed a chronic, productive cough. I've been experiencing this for a month. The intensity is mild but persistent. I struggle with basic movements like walking or climbing stairs. The symptoms are slightly eased with medication. It tends to get worse when I come into contact with allergens..",Pulmonology,Bronchiectasis,2
I need reconstruction of my breast following mastectomy. I've been dealing with this since last year. The intensity is moderate and uncomfortable. It impacts my self-esteem and confidence. Pain is slightly eased with medication. It tends to get worse after a physical injury..,Plastic Surgery,Diabetic Foot & Chronic Wounds,7
My fingers are swollen and painful. I've been experiencing this for the past few years. The intensity is extreme and unbearable. I struggle with basic movements like standing or sitting. There is no significant relief despite treatments. It tends to get worse after I engage in physical activity.,Rheumatology,Psoriatic Arthritis,6
I have inflammation in my eye from uveitis. I've been experiencing this for a month. The condition is blurry and seems to worsen after using digital screens.,Ophthalmologist,Conjunctivitis (Pink Eye),5
I am seeking cosmetic surgery to improve my appearance. I've been dealing with this since last winter. The intensity is moderate and uncomfortable. It affects my daily activities significantly. Pain is slightly eased with medication. It tends to get worse following a surgical procedure..,Plastic Surgery,Cosmetic Surgery,5
I'm experiencing difficulty in breathing and abdominal pain. I've been experiencing this for a year. The condition is unrelenting and seems to worsen after eating spicy foods.,Hepatologist,Non-alcoholic Fatty Liver Disease (NAFLD),5
My child has been diagnosed with bronchiolitis. for a week. Intensity: mild. It affects daily activities.. Improves with rest and care.. Worsens after physical exertion..,Pediatrics,Asthma,8
I've been experiencing increased sensitivity to cold temperatures. I've been experiencing this for a month. The pain is constant and seems to worsen during times of dehydration.,Nephrologist,Renal Failure,4
I'm having trouble digesting food properly. The pain is located in the around the belly button. It comes and goes in waves. The intensity is mild but annoying. It interferes with my sleep. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,"Hernias (Inguinal, Hiatal)",5
"I'm having difficulty swallowing, and it feels like food is stuck in my throat. I've been experiencing this for several months. The condition is annoying and seems to worsen after exposure to allergens.",ENT Specialist,Vertigo,6
I'm frequently feeling fatigued due to breathing problems. I've been experiencing this for a month. The intensity is extreme and unbearable. It affects my ability to perform daily tasks. The symptoms are slightly eased with medication. It tends to get worse after physical exertion..,Pulmonology,Bronchiectasis,3
I feel extremely fatigued and have difficulty completing daily tasks. I've been experiencing this for a few days. The condition is annoying and seems to worsen following a recent illness.,General Medicine Specialist,Chronic Kidney Disease (CKD),6
Dupuytren Contracture is affecting my hand function. I've been dealing with this for a month. The intensity is extreme and overwhelming. I have difficulty with physical activities. No significant relief found. It tends to get worse due to repetitive stress..,Orthopedics,Tennis Elbow,1
There is constant discomfort in my abdomen. The pain is located in the on the right side of the abdomen. It comes and goes in waves. The intensity is severe and debilitating. I have difficulty performing daily activities. Eases when I avoid certain foods.,Surgical Gastroenterology,Liver Cirrhosis,9
I'm experiencing complications with my pregnancy. I've been experiencing this for a week. The condition is irregular and seems to worsen in the mornings.,Obstetrics & Gynecology,Pelvic Organ Prolapse,7
I'm having trouble digesting food properly. The pain is located in the on the left side of the abdomen. The pain started suddenly. The intensity is moderate and uncomfortable. It limits my physical activity. No relief with any treatment tried so far.,Surgical Gastroenterology,Pancreatitis,1
I have trouble breathing when I lie down. I've been experiencing this for many years. The condition is persistent and seems to worsen cold weather.,Cardiology,Arrhythmias,4
"I've noticed puffiness around my eyes, especially in the mornings. I've been experiencing this for about a year. The pain is throbbing and seems to worsen during the night.",Nephrologist,Acute Kidney Injury (AKI),10
I have severe pain in my stomach. The pain is located in the around the belly button. It comes and goes in waves. The intensity is mild but annoying. I have difficulty performing daily activities. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,Liver Cirrhosis,8
I've noticed unusual swelling in my lower abdomen. I've been experiencing this for a few days. The condition is dry and seems to worsen when I get stressed.,Urology,Cryptorchidism,7
I've been experiencing frequent nosebleeds and headaches. I've been experiencing this for several months. The pain is persistent and seems to worsen after physical activity.,Oncologist,Lung Cancer,7
Pediatric hypertension is being monitored. for several months. Intensity: severe. It requires regular check-ups.. Improves with rest and care.. Worsens after a stressful event..,Pediatrics,Allergies,3
There is swelling in my jaw after surgery. I've been experiencing this for several months. The condition is scaly and seems to worsen after exposure to the sun.,Dental/OMFS,Sleep apnea surgery,7
My skin has developed a rash that seems related to my diabetes. I've been experiencing this for a month. The condition is frequent and seems to worsen following a change in diet.,Diabetologist,Diabetic Retinopathy,3
My child has an inguinal hernia. for a month. Intensity: severe. It affects daily activities.. Better with specific treatments.. Worsens due to genetics..,Pediatric Surgery,Hypospadias,7
"Post-ventricular septal defect closure, I notice an occasional dull ache in my chest. I've been experiencing this for a week. The condition is painful and seems to worsen in cold weather.",Cardiothoracic Surgeon,Mediastinal tumor resection,8
Asthma symptoms are worsening in my child. for a month. Intensity: severe. It affects daily activities.. No significant relief found.. Worsens during growth spurts..,Pediatrics,Pediatric Diabetes,9
There is a constant burning sensation in my stomach. I've been experiencing this for a month. The pain is throbbing and seems to worsen after consuming dairy products.,Gastroenterologist,Peptic Ulcer Disease,9
I feel lightheaded and have muscle cramps due to calcium imbalances. I've been experiencing this for a month. The condition is severe and seems to worsen after consuming high-fat foods.,Endocrinologist,Pituitary Disorders,4
I'm experiencing severe joint pain. I've been experiencing this for several months. The intensity is moderate and uncomfortable. It makes it hard to work or concentrate. I feel better with over-the-counter pain relief. It tends to get worse after prolonged periods of inactivity.,Rheumatology,Polymyalgia Rheumatica,8
There are strange lines appearing on my nails. I've been experiencing this for a year. The condition is red and inflamed and seems to worsen after eating certain foods.,Dermatologist,Hair Loss,7
I'm experiencing pain in my testicles. I've been experiencing this for several months. The condition is itchy and seems to worsen when I get stressed.,Vascular Surgery,Overactive Bladder,2
I'm concerned about preterm labor risks. I've been experiencing this for a week. The condition is irregular and seems to worsen in the mornings.,Obstetrics & Gynecology,Menopause Management,1
My muscles have been twitching uncontrollably. I've been experiencing this for a few days. The pain is throbbing and seems to worsen when stressed.,Neurologist,Alzheimer's Disease,8
I struggle with severe restriction and binging behaviors. I've been experiencing this for a month. The intensity is mild but persistent. I struggle with work and personal responsibilities. Therapy and medication provide some relief. It tends to get worse following traumatic events..,Psychiatry,"Eating Disorders (e.g., Anorexia Nervosa, Bulimia Nervosa)",9
I need reconstruction of my breast following mastectomy. I've been dealing with this for the past few years. The intensity is extreme and overwhelming. I struggle with physical limitations due to the condition. I feel better with physical therapy. It tends to get worse due to underlying health conditions..,Plastic Surgery,Congenital Hand Differences,7
Childhood obesity management is needed. for a few days. Intensity: moderate. It limits physical activities.. Better with specific treatments.. Worsens after a stressful event..,Pediatrics,Growth and Development Monitoring,8
I experience regular bouts of shortness of breath. I've been experiencing this since last year. The intensity is moderate and uncomfortable. I struggle with basic movements like walking or climbing stairs. There is no significant relief despite treatments. It tends to get worse when exposed to cold air..,Pulmonology,Pulmonary Embolism,4
I have irregular and painful menstrual cycles. I've been experiencing this for several months. The condition is severe and seems to worsen when stressed.,Obstetrics & Gynecology,Polycystic Ovary Syndrome (PCOS),9
I'm dealing with persistent wheezing. I've been experiencing this since last year. The intensity is extreme and unbearable. I can't engage in physical activities I used to enjoy. Avoiding certain allergens helps manage the symptoms. It tends to get worse when I come into contact with allergens..,Pulmonology,Pulmonary Embolism,8
My urine has a strange color and odor. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen when I get stressed.,Vascular Surgery,Kidney Stones,3
I feel bloated and can't seem to get relief. The pain is located in the on the right side of the abdomen. It comes and goes in waves. The intensity is severe and debilitating. It limits my physical activity. Improves slightly with over-the-counter medication.,Surgical Gastroenterology,Anal Fissures and Fistulas,1
Bursitis is inflaming my shoulder. I've been dealing with this for a week. The intensity is severe and debilitating. It affects my daily activities. Gets better with physical therapy. It tends to get worse due to repetitive stress..,Orthopedics,Carpal Tunnel Syndrome,4
The scan showed some unexpected findings. I have been experiencing symptoms for a couple of weeks. I'm still worried despite the clear results. The outcome was that It ruled out any major concerns.. Post-scan care was straightforward.,Radiology,Ultrasound Imaging,8
Hip dysplasia is causing mobility issues. I've been dealing with this for the past few years. The intensity is severe and debilitating. I have difficulty with physical activities. Improves with prescribed medication. It tends to get worse due to repetitive stress..,Orthopedics,Tendonitis,8
I've developed a persistent rash around my nose and mouth. I've been experiencing this for several weeks. The condition is distressing and seems to worsen during seasonal changes.,ENT Specialist,Head and Neck Cancer,9
I have a painful and swollen area under my skin with noticeable redness. I've been experiencing this for a few days. The condition is painful and seems to worsen following a trauma.,General Surgeon,Lymph Node Biopsy,9
"I have noticeable lumps and pain in my rectum area, especially during bowel movements. I've been experiencing this for a month. The condition is acute and seems to worsen during periods of high stress.",General Surgeon,Skin Lesions,5
My maze procedure for atrial fibrillation has resulted in some residual chest discomfort. I've been experiencing this for several months. The condition is painful and seems to worsen in cold weather.,Cardiothoracic Surgeon,Lung cancer surgery,4
My dentures don't fit properly and cause pain. I've been experiencing this for a few days. The condition is itchy and seems to worsen after exposure to the sun.,Dental/OMFS,Oral pathology,3
I have a cleft lip that needs surgical correction. I've been dealing with this since last winter. The intensity is extreme and overwhelming. It affects my daily activities significantly. I feel better with physical therapy. It tends to get worse after trauma or accidents..,Plastic Surgery,Congenital Hand Differences,7
I've been experiencing sudden weight loss without trying. I've been experiencing this for a month. The condition is dizzy and seems to worsen during periods of stress.,Diabetologist,Type 1 Diabetes Mellitus,7
I have scoliosis and need treatment. I've been dealing with this since last year. The intensity is severe and debilitating. It affects my daily activities. Gets better with physical therapy. It tends to get worse during weather changes..,Orthopedics,Scoliosis,10
I've noticed a lump in my mouth that hasn't gone away. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen after eating certain foods.,Dental/OMFS,Facial reconstruction,7
I wake up at night with shortness of breath. I've been experiencing this a few hours. The condition is throbbing and seems to worsen excessive caffeine.,Cardiology,Angina,5
I'm having difficulty starting and maintaining a steady stream of urine. I've been experiencing this for a year. The condition is scaly and seems to worsen when I get stressed.,Urology,Interstitial Cystitis,3
I've been experiencing severe abdominal pain and nausea. I've been experiencing this for a few days. The condition is debilitating and seems to worsen following an abdominal injury.,General Surgeon,Perforated Ulcer,6
I have persistent bad breath despite brushing regularly. I've been experiencing this for a year. The condition is red and inflamed and seems to worsen after exposure to the sun.,Dental/OMFS,Oral cancer surgery,8
I'm having difficulty opening my mouth fully. I've been experiencing this for several months. The condition is itchy and seems to worsen after using a new dental product.,Dental/OMFS,Oral pathology,3
I get frequent headaches and see flashes of light. I've been experiencing this for several months. The pain is persistent and seems to worsen when sitting for long periods.,Neurologist,Multiple Sclerosis (MS),9
Dupuytren Contracture is affecting my hand function. I've been dealing with this for a year. The intensity is moderate and uncomfortable. I struggle with basic movements. Gets better with physical therapy. It tends to get worse due to repetitive stress..,Orthopedics,Carpal Tunnel Syndrome,1
I'm managing gestational diabetes during my pregnancy. I've been experiencing this for a month. The condition is severe and seems to worsen after eating certain foods.,Obstetrics & Gynecology,Gestational Diabetes,3
I experience delusions and hallucinations. I've been experiencing this for a week. The intensity is extreme and overwhelming. It limits my ability to engage in social activities. There is no significant relief despite various treatments. It tends to get worse after major life changes..,Psychiatry,Bipolar Disorder,3
My thoracic aortic aneurysm repair has left me with ongoing soreness in my chest. I've been experiencing this for a year. The condition is painful and seems to worsen after medication.,Cardiothoracic Surgeon,Thoracoscopic lung surgery,6
I experience frequent coughing fits. I've been experiencing this since childhood. The intensity is moderate and uncomfortable. It makes it hard to work or concentrate. There is no significant relief despite treatments. It tends to get worse when exposed to cold air..,Pulmonology,Lung Cancer,2
I'm dealing with joint pain and swelling that worsens with cold weather. I've been experiencing this for a month. The condition is distressing and seems to worsen during the night.,Geriatrician,Dementia,1
Treatment for pediatric tumor. for a couple of weeks. Intensity: extreme. It impacts play and learning.. Relief with medication.. Worsens after physical activity..,Pediatric Surgery,Hypospadias,8
"My bones feel brittle, and I've had several fractures. I've been experiencing this for a month. The condition is disabling and seems to worsen following a recent illness.",Geriatrician,Arthritis,10
There is a persistent ache in my lower abdomen with occasional vomiting. I've been experiencing this for a few days. The condition is chronic and seems to worsen due to dietary changes.,General Surgeon,Gallstones,4
I'm managing gestational diabetes during my pregnancy. I've been experiencing this for several months. The condition is persistent and seems to worsen in the mornings.,Obstetrics & Gynecology,Ovarian Cysts,8
I have been diagnosed with hemochromatosis and it's affecting my joints. I've been experiencing this for a month. The condition is gradual and seems to worsen after eating spicy foods.,Hepatologist,Liver Transplantation,1
My blood glucose monitoring device shows inconsistent results. I've been experiencing this for several months. The condition is itchy and seems to worsen following a change in diet.,Diabetologist,Diabetic Nephropathy,8
I am receiving geriatric rehabilitation for age-related mobility issues. I've been dealing with this for a couple of weeks. The intensity is extreme and overwhelming. It affects my ability to perform daily activities. There is no significant relief despite treatments. It tends to get worse due to complications from previous treatments..,Physical Medicine and Rehabilitation,Spinal Cord Injury Rehabilitation,10
"My speech has become slurred, and I have difficulty swallowing. I've been experiencing this for a few days. The pain is cramping and seems to worsen after physical activity.",Neurologist,Alzheimer's Disease,6
There is a persistent ache in my lower abdomen with occasional vomiting. I've been experiencing this for a month. The condition is discomforting and seems to worsen due to a recent infection.,General Surgeon,"Hernia (Inguinal, Umbilical, Incisional)",9
I've been getting intense headaches that make me nauseous. I've been experiencing this for a year. The pain is burning and seems to worsen when exposed to bright light.,Neurologist,Migraine Headaches,2
"I feel intense pressure in my head, especially when lying down. I've been experiencing this for several months. The pain is dull and seems to worsen after a long day.",Neurologist,Myasthenia Gravis,7
There's persistent itching on my skin that seems to be getting worse. I've been experiencing this for a month. The condition is severe and seems to worsen during hot weather.,Hepatologist,Liver Transplantation,10
I have irregular periods and high levels of androgen hormones. I've been experiencing this for several months. The condition is imbalanced and seems to worsen during hormonal changes.,Endocrinologist,Pituitary Disorders,1
There is blood in my stool. The pain is located in the around the belly button. It is constant and unrelenting. The intensity is extreme and unbearable. It interferes with my sleep. Eases when I avoid certain foods.,Surgical Gastroenterology,Hepatitis,7
I feel a lump in my breast and have pain in the area. I've been experiencing this for a year. The pain is gnawing and seems to worsen after eating.,Oncologist,Bladder Cancer,8
My pulse feels very weak or irregular. I've been experiencing this just today. The condition is sharp and seems to worsen cold weather.,Cardiology,Congenital heart disease,1
I have difficulty swallowing and experience pain in my chest. I've been experiencing this for a month. The condition is discomforting and seems to worsen due to a recent infection.,General Surgeon,Abdominal Trauma,1
There is blood in my urine. I've been experiencing this for a week. The condition is itchy and seems to worsen after eating certain foods.,Vascular Surgery,Prostate Cancer,5
My blood glucose monitoring device shows inconsistent results. I've been experiencing this for a month. The condition is dry and seems to worsen when I forget to take my medication.,Diabetologist,Diabetic Retinopathy,2
My urine has a strange color and odor. I've been experiencing this for a few days. The condition is painful and seems to worsen in cold weather.,Vascular Surgery,Bladder Cancer,5
Esophageal atresia identified. for several months. Intensity: moderate. It affects daily activities.. Improves with rest.. Worsens after physical activity..,Pediatric Surgery,Appendicitis,7
I have a burning sensation in my chest. The pain is located in the radiating to the back. It comes and goes in waves. The intensity is mild but annoying. It makes it hard to concentrate at work. Eases when I avoid certain foods.,Surgical Gastroenterology,Gallstones,8
"One of my eyelids is drooping, causing vision issues. I've been experiencing this for a few days. The condition is blurry and seems to worsen after eye strain.",Ophthalmologist,Diabetic Retinopathy,8
Concerns about intussusception. for several months. Intensity: moderate. It causes discomfort.. Improves with rest.. Worsens after physical activity..,Pediatric Surgery,Hypospadias,9
I am in need of neurological rehabilitation after a condition. I've been dealing with this for the past few years. The intensity is severe and debilitating. It limits my ability to engage in social activities. Pain is slightly eased with therapy. It tends to get worse due to underlying health conditions..,Physical Medicine and Rehabilitation,Geriatric Rehabilitation,9
I've noticed a lump in my mouth that hasn't gone away. I've been experiencing this for a month. The condition is red and inflamed and seems to worsen when I get stressed.,Dental/OMFS,Jaw fractures,8
I have intrusive thoughts and compulsive behaviors. I've been experiencing this for a year. The intensity is extreme and overwhelming. I struggle with work and personal responsibilities. Support from family and friends helps. It tends to get worse when faced with specific phobias..,Psychiatry,"Sleep Disorders (e.g., Insomnia, Narcolepsy)",2
My mobility is impaired due to muscle weakness and joint issues. I've been experiencing this for a year. The condition is disabling and seems to worsen during the night.,Geriatrician,Heart Disease,4
"I have noticed a chronic, productive cough. I've been experiencing this for a couple of weeks. The intensity is extreme and unbearable. It makes it hard to work or concentrate. Using a nebulizer provides temporary relief. It tends to get worse when exposed to cold air..",Pulmonology,Interstitial Lung Disease,1
My dentures don't fit properly and cause pain. I've been experiencing this for a year. The condition is dry and seems to worsen after exposure to the sun.,Dental/OMFS,Sleep apnea surgery,9
I've developed swelling in my legs and feet. I've been experiencing this for a few days. The condition is burning and seems to worsen when I skip meals.,Diabetologist,Hypertension,5
I have a burning sensation during urination. I've been experiencing this for a month. The condition is dry and seems to worsen after physical activity.,Vascular Surgery,Incontinence (Urinary and Fecal),3
I took an overdose of medication and feel disoriented. I've been experiencing this for a month. The condition is painful and seems to worsen following exposure to chemicals.,Emergency Medicine Specialist,Fractures and Dislocations,9
"I have muscle cramps and twitching, particularly at night. I've been experiencing this for a month. The pain is mild and seems to worsen after consuming salty foods.",Nephrologist,Proteinuria,5
I'm experiencing dizziness and a spinning sensation. I've been experiencing this for several weeks. The condition is annoying and seems to worsen following excessive use of voice.,ENT Specialist,Hearing Loss,10
The scan showed some unexpected findings. I have been experiencing symptoms since last year. I was reassured by the doctor's explanation. The outcome was that It ruled out any major concerns.. Post-scan care was straightforward.,Radiology,Positron Emission Tomography (PET) Scans,2
The tracheal reconstruction has left me with a feeling of irritation and occasional pain. I've been experiencing this for a year. The condition is discomforting and seems to worsen due to physical activity.,Cardiothoracic Surgeon,Diaphragmatic hernia repair,5
My joints are stiff and sore without any apparent reason. I've been experiencing this for a day. The pain is severe and seems to worsen after physical activity.,Nephrologist,Uremia,5
I'm experiencing frequent shortness of breath and wheezing. I've been experiencing this for several weeks. The condition is uncomfortable and seems to worsen following medication changes.,General Medicine Specialist,Irritable Bowel Syndrome (IBS),7
I experienced some discomfort during the scan. I have been experiencing symptoms for a year. I was reassured by the doctor's explanation. The outcome was that It ruled out any major concerns.. I was given a contrast injection.,Radiology,Hysterosalpingography,2
I've been having chest pain that spreads to my jaw and back. I've been experiencing this for many years. The condition is sudden and seems to worsen cold weather.,Cardiology,Valvular heart disease,5
"I have widespread muscle pain and tenderness, affecting my daily activities. I've been experiencing this for a week. The condition is uncomfortable and seems to worsen after consuming caffeine.",General Medicine Specialist,Anxiety Disorders,1
"I've noticed a strange, metallic taste in my mouth. I've been experiencing this for several months. The pain is stabbing and seems to worsen after physical activity.",Oncologist,Pancreatic Cancer,4
My stomach feels full even when I haven't eaten much. I've been experiencing this for a week. The pain is persistent and seems to worsen at night.,Gastroenterologist,Peptic Ulcer Disease,6
"My liver transplant was successful, but I'm dealing with post-surgery issues. I've been experiencing this for a few days. The condition is chronic and seems to worsen after taking medication.",Hepatologist,Hepatitis,3
"My throat feels scratchy and dry, especially in the mornings. I've been experiencing this for several weeks. The condition is severe and seems to worsen after exposure to allergens.",ENT Specialist,Chronic Cough,3
I have frequent episodes of fatigue and weakness. I've been experiencing this for a week. The condition is frequent and seems to worsen after eating high-sugar foods.,Diabetologist,Hyperglycemia,6
I have been diagnosed with polycystic ovary syndrome and am struggling with symptoms. I've been experiencing this for several months. The condition is irregular and seems to worsen following a change in medication.,Endocrinologist,Diabetes Mellitus (Type 1 & Type 2),7
